x y1 y1_err y2 y2_err
2.37 0.026905555555555554 0.001994800077405689 0.040166666666666656 0.0028333997998185954
2.4 0.026299999999999994 0.0019791870600594686 0.03933888888888888 0.0028122734732424215
2.43 0.025688888888888883 0.0019446010160260655 0.038566666666666666 0.0027979041120028284
2.46 0.025033333333333335 0.0019298380639108093 0.03773333333333332 0.002774149796520406
2.49 0.024261111111111115 0.0019107370270678476 0.036683333333333325 0.002771734575122194
2.52 0.02341111111111111 0.001928026463279291 0.03558333333333333 0.0028006436463154693
2.55 0.022872222222222224 0.0019023244061031391 0.035005555555555554 0.002769310919190537
2.58 0.022399999999999996 0.0018896054916301295 0.0343388888888889 0.0027305264590679625
2.61 0.021838888888888894 0.0018880882040656546 0.03352222222222222 0.0027499856378859866
2.64 0.02138333333333333 0.0018575413384985568 0.03297777777777778 0.002722230293235278
2.67 0.020933333333333328 0.0018383820228726519 0.032372222222222226 0.0026917731919551156
2.7 0.020494444444444444 0.0018283958794374706 0.03186111111111111 0.002684349232388158
2.73 0.02004444444444444 0.0018170474499711743 0.03115 0.00267031794519621
2.76 0.019694444444444452 0.0018056250892014415 0.030583333333333334 0.0026474427723548453
2.79 0.019150000000000007 0.0018206361373866874 0.02992777777777777 0.002656703275764778
2.82 0.01885555555555556 0.0017996541250081704 0.02951666666666666 0.002638486043193246
2.85 0.01838888888888889 0.001762519858118359 0.02909444444444444 0.0026253399823674963
2.88 0.018005555555555556 0.0017434208075382588 0.028611111111111105 0.0025998595580721466
2.91 0.017655555555555556 0.0017169617735241058 0.028199999999999992 0.0025909955622822815
2.94 0.017355555555555558 0.0016957697573958402 0.027738888888888875 0.0025694996431185994
2.97 0.016994444444444444 0.001677937253118484 0.027166666666666655 0.0025633529615572198
3.0 0.016622222222222222 0.0016438641007812062 0.026816666666666655 0.0025384973757232193
