x, oracle, model
-0.625241897617878, -0.110831428918004, -0.119069163930012
-0.623582193494664, -0.109391900925594, -0.117678665141553
-0.623200586845923, -0.109062682789261, -0.11736054078118
-0.622323904555883, -0.108308846729066, -0.116631936694356
-0.621594339919976, -0.107684155067105, -0.116027972354175
-0.62157200732544, -0.107665070517311, -0.116009518406531
-0.619892000906306, -0.106235825063412, -0.114627049438284
-0.619535537920624, -0.105934195009881, -0.114335176254156
-0.618528679963597, -0.105085283450012, -0.113513505203056
-0.617795312641889, -0.10446980490452, -0.112917571340519
-0.617300973226784, -0.104056280449797, -0.112517080112991
-0.617127313182147, -0.103911268136021, -0.112376619319022
-0.616927942803652, -0.103744951824097, -0.112215511048853
-0.616681667318065, -0.103539750319081, -0.112016717277938
-0.616376722009212, -0.103286036498979, -0.111770898494677
-0.616329569100645, -0.103246842155167, -0.111732921066693
-0.616267520377989, -0.103195281144338, -0.111682959819594
-0.616249885216844, -0.103180629856067, -0.111668762879786
-0.616146418669665, -0.103094697601265, -0.111585493390026
-0.615699364017818, -0.102723948896589, -0.111226192402024
-0.615569023537093, -0.10261602205645, -0.111121585607366
-0.615233336000309, -0.102338405579479, -0.110852483231789
-0.614713021371782, -0.101909083529084, -0.110436253846572
-0.612510244168268, -0.100104720517138, -0.108685913680872
-0.610833609863294, -0.098745579313845, -0.107366363304302
-0.609116074569554, -0.097365974131431, -0.106025939981954
-0.608021264186682, -0.096493243553372, -0.105177456949489
-0.607326375255944, -0.095941996743549, -0.104641305555336
-0.607030609482436, -0.095708000746869, -0.104413665081166
-0.605725387388939, -0.09467986226204, -0.103413076983772
-0.605474743171623, -0.094483263610155, -0.103221676080787
-0.604955937542863, -0.09407718092847, -0.102826257037046
-0.601630605938796, -0.091501608523497, -0.100315980249286
-0.600565631333653, -0.090686669304791, -0.099520832221847
-0.600288390742379, -0.090475304818827, -0.099314530464007
-0.599724764175027, -0.090046601817411, -0.098896005885398
-0.599521185615893, -0.089892085473994, -0.098745128321864
-0.598910260647526, -0.089429438239768, -0.098293280899782
-0.597309629027782, -0.088224714723783, -0.097115998746303
-0.596811237073381, -0.087851783577573, -0.096751359192805
-0.596266688675087, -0.087445498478813, -0.096353996074388
-0.59605618990997, -0.087288777058147, -0.096200684994801
-0.59546692802679, -0.086851036675601, -0.095772377109871
-0.595042008019958, -0.086536274040616, -0.095464311727467
-0.594842352582704, -0.086388636265829, -0.095319790482209
-0.594796382252086, -0.086354666302209, -0.095286535351272
-0.594202313828738, -0.085916463842247, -0.094857478164949
-0.594022089554753, -0.085783813600847, -0.094727568419325
-0.593851059899919, -0.085658054945814, -0.094604395830382
-0.592925469009144, -0.084979558621887, -0.093939647836012
-0.591858585744925, -0.084201863656242, -0.093177281689636
-0.589796784188653, -0.082712149042059, -0.091715614595489
-0.589476013134547, -0.08248194226112, -0.091489584300222
-0.589112744621882, -0.082221742205281, -0.091234053130949
-0.588537056494147, -0.081810490008812, -0.090830067315872
-0.587827751331295, -0.081305635527792, -0.090333941932073
-0.587282324631401, -0.080918808783562, -0.089953659297202
-0.583910500358864, -0.078554058719025, -0.087626110642926
-0.583739740546938, -0.07843551362096, -0.087509300192356
-0.583537639075072, -0.078295360995278, -0.087371181956791
-0.583216546454574, -0.078073026106591, -0.087152037678862
-0.582941020380543, -0.077882570776435, -0.086964279488686
-0.582888231432871, -0.077846115349965, -0.086928336524949
-0.58233854500602, -0.07746716767653, -0.086554643047286
-0.58165941568433, -0.077000642571504, -0.086094402586535
-0.579778912580146, -0.075718374983107, -0.084828342422303
-0.578810859364391, -0.07506372589448, -0.084181351142946
-0.578593556991984, -0.074917281067851, -0.084036561173032
-0.57819403424657, -0.074648517766825, -0.083770779033722
-0.576773319441757, -0.073697853065131, -0.082830070712001
-0.576266958275519, -0.073360930304226, -0.08249645302898
-0.575276732987055, -0.07270493979225, -0.081846555588239
-0.573793436174615, -0.071729427155129, -0.08087925231932
-0.573418418792883, -0.071484139542174, -0.080635865763274
-0.57243865224578, -0.070845863427609, -0.080002223640326
-0.571591814611422, -0.07029716041012, -0.079457137911071
-0.57025620908208, -0.069437350515889, -0.078602301185311
-0.569361932633449, -0.068865459714406, -0.078033239050326
-0.568997049315444, -0.06863299139959, -0.077801809322767
-0.568935077426404, -0.068593559215018, -0.077762546875682
-0.568598833368226, -0.068379864379034, -0.077549739292483
-0.567130528804177, -0.067451728831669, -0.076624810954265
-0.565166999470246, -0.066223274845565, -0.07539894730602
-0.564636915991255, -0.065894119494701, -0.075070157733221
-0.563176152946302, -0.06499249830478, -0.074168810086368
-0.562776482214564, -0.064747198037743, -0.073923396785805
-0.562428366742688, -0.064534024440527, -0.073710058932946
-0.560866685685993, -0.063583240335587, -0.07275778372915
-0.560162608475671, -0.063157534458333, -0.072331001997315
-0.560109825339284, -0.063125693916782, -0.072299070690494
-0.559929402359367, -0.063016934320164, -0.07218999019022
-0.559854167921441, -0.062971618173665, -0.072144535361489
-0.558846236099019, -0.062366516328544, -0.071537299150959
-0.558308301413454, -0.06204509932852, -0.071214532456012
-0.558072696756375, -0.061904658999221, -0.071073454826109
-0.558069978176577, -0.061903039681368, -0.071071827990495
-0.556524898192618, -0.0609870834429, -0.070150993212934
-0.555793347533653, -0.060556438644711, -0.069717616527614
-0.555280767639203, -0.060255854119673, -0.069414956199005
-0.554102155291683, -0.059568306943046, -0.068722130688962
-0.553883878991369, -0.059441525561636, -0.068594294471891
-0.551545528920411, -0.058094093200267, -0.067234046090133
-0.549484128932293, -0.056922468936628, -0.06604882412294
-0.548151297810975, -0.05617297180326, -0.065289388324677
-0.547995660021826, -0.056085860991455, -0.065201058235525
-0.546536479509938, -0.055273306927774, -0.064376475768423
-0.545189638578679, -0.054529946092229, -0.063621055211266
-0.544892634233116, -0.054366874797647, -0.063455200883352
-0.544582992990844, -0.054197192987, -0.063282570073179
-0.544580029031102, -0.054195570368065, -0.063280918991174
-0.54429706397352, -0.054040802216523, -0.063123413031523
-0.543430804018557, -0.053568732436022, -0.06264270987847
-0.542945025617825, -0.053305147330546, -0.062374117210925
-0.541119829222122, -0.052322085953232, -0.061371174589788
-0.541084498798117, -0.052303170166708, -0.061351857348031
-0.539341187284251, -0.051375132033387, -0.060403227153354
-0.538728940402667, -0.051051676551338, -0.060072175805253
-0.53842808906665, -0.050893202918627, -0.05990990036434
-0.536889677371597, -0.050087657728856, -0.059084201375076
-0.53564883629409, -0.049443771820069, -0.058423191590028
-0.535306606157266, -0.04926709955118, -0.058241660186742
-0.535196042076617, -0.049210106490256, -0.058183084702073
-0.535029733610269, -0.04912445608516, -0.05809504247025
-0.535009725061423, -0.049114157769877, -0.058084455457688
-0.532497389006597, -0.047831738779178, -0.05676418934249
-0.531051800015284, -0.047103387081007, -0.056012626215175
-0.530132260621163, -0.046643689261899, -0.055537619502674
-0.529928151110614, -0.046542029581539, -0.055432504405546
-0.529672388207605, -0.046414837272423, -0.05530095285417
-0.528369701201482, -0.045770346373246, -0.054633752281568
-0.527515901842709, -0.045350960122684, -0.054199022911808
-0.527100040582746, -0.045147552881709, -0.053988011055286
-0.526091613338068, -0.044656651008871, -0.053478311589695
-0.525542055329673, -0.044390519581567, -0.053201723499997
-0.524833460089462, -0.044048818448097, -0.0528463185261
-0.523809690288802, -0.043558001692681, -0.052335263343687
-0.521281188887568, -0.042360234414615, -0.051085292372801
-0.52121215853327, -0.042327821400202, -0.051051409955788
-0.52016648142582, -0.041838684115289, -0.050539727446554
-0.517136374586071, -0.040440863315087, -0.049073548579718
-0.516929256264962, -0.040346374185722, -0.04897422307857
-0.516150099851737, -0.039992121247059, -0.048601589011818
-0.516098348906312, -0.039968659374435, -0.048576895811419
-0.515999203336693, -0.039923734011121, -0.048529607804654
-0.515162584012715, -0.039545863277636, -0.048131610104426
-0.515155043389335, -0.039542467379014, -0.048128031251247
-0.51497814878335, -0.039462854207846, -0.048044118253046
-0.514690273268394, -0.039333501255124, -0.047907735373099
-0.514587790190432, -0.039287514104169, -0.047859235883057
-0.514493451025209, -0.039245210228891, -0.047814614813809
-0.514267583856943, -0.039144038503864, -0.047707877732106
-0.512521046868428, -0.038367056982913, -0.046887028479691
-0.511595933178237, -0.037959316518955, -0.046455455723621
-0.511481819874785, -0.037909203851811, -0.046402374793067
-0.511162356884733, -0.037769124811168, -0.046253952737384
-0.510647326855464, -0.037543951818059, -0.046015226148371
-0.51023865100346, -0.037365854970573, -0.04582628399608
-0.510125829885953, -0.03731677857267, -0.045774199491238
-0.509984176468997, -0.037255215366264, -0.04570885080154
-0.509607456588126, -0.03709178914875, -0.045535310556063
-0.50960296557606, -0.037089843496551, -0.045533243921436
-0.508404379693748, -0.036572770877634, -0.044983538477179
-0.507430203149233, -0.036155719559595, -0.044539459726398
-0.506749017009278, -0.035865803153626, -0.044230376644414
-0.505730638895381, -0.035434981841592, -0.04377049090238
-0.505400595770913, -0.035296026421538, -0.043622010853329
-0.50439315169437, -0.03487388685208, -0.043170479938599
-0.503581248594961, -0.034535887116549, -0.042808446066397
-0.502097096515818, -0.033923088494221, -0.042150914475214
-0.501006444088044, -0.033476916045955, -0.041671213637815
-0.500921017221072, -0.033442116979532, -0.041633765030097
-0.500824401380056, -0.033402785893483, -0.041591433285892
-0.498996432324356, -0.032663802258716, -0.040794861735482
-0.498521672217366, -0.032473471419569, -0.040589321489086
-0.498124218559122, -0.032314637479468, -0.04041767488128
-0.497646946839002, -0.032124512751783, -0.040212068407273
-0.497528053200493, -0.032077253472036, -0.040160936177435
-0.49740506731113, -0.032028410690602, -0.040108080316446
-0.497188256852477, -0.03194241305229, -0.040014991173241
-0.496322948368686, -0.031600543992408, -0.039644604981242
-0.494815515527839, -0.031010138007449, -0.039003704068193
-0.494520757995022, -0.030895455196428, -0.038879026938201
-0.494482616667175, -0.030880633543679, -0.03886290915208
-0.493993998341988, -0.030691125576691, -0.038656738484075
-0.493676632234269, -0.030568402394056, -0.038523134732876
-0.493555870511496, -0.030521780219144, -0.03847236041624
-0.492131424929676, -0.029974981208548, -0.037876088952318
-0.491003390061144, -0.02954604788103, -0.037407331722009
-0.490171845454639, -0.029232154186923, -0.037063717547951
-0.489892222832176, -0.029127038604971, -0.036948538757143
-0.489660643534049, -0.02904014967316, -0.036853289338553
-0.487876159933347, -0.028375643685975, -0.036123563855631
-0.486734172848488, -0.027955046904186, -0.035660493891012
-0.486121528163145, -0.027730898455743, -0.035413324455802
-0.485465233109753, -0.027491930110146, -0.035149513340748
-0.484830899582386, -0.027262086222324, -0.03489548008201
-0.484710034283185, -0.027218417484308, -0.034847182536273
-0.483288953152001, -0.026707982851673, -0.034281851147325
-0.482879880432816, -0.026562072230865, -0.034119976785101
-0.48211641247431, -0.026290972569703, -0.033818891578179
-0.481117641119107, -0.025938707996782, -0.033427024161635
-0.480805520677092, -0.025829177433608, -0.033305030538689
-0.480290035945077, -0.025648857212722, -0.033104036457945
-0.480210870915763, -0.025621228171536, -0.033073222491317
-0.480011891269166, -0.025551857661745, -0.032995835046858
-0.479754462287293, -0.025462267940527, -0.032895848659819
-0.478951817370711, -0.025184076140089, -0.032585061678951
-0.475897509253258, -0.024141194024172, -0.031415684479713
-0.475353533052723, -0.023958050860475, -0.031209607079721
-0.472739164119512, -0.023088706861626, -0.030228352082843
-0.471286746092617, -0.022613448393214, -0.029689725220657
-0.469943567085736, -0.022178795196491, -0.029195718214148
-0.469908345673683, -0.022167460107407, -0.029182817069097
-0.469842206557234, -0.022146183586319, -0.029158598463705
-0.469757453557078, -0.022118935542596, -0.029127577795252
-0.46958122920237, -0.02206233860781, -0.029063127449751
-0.469248609461378, -0.021955730392261, -0.028941662621465
-0.469105780640741, -0.02191003931509, -0.028889578622255
-0.467814544940651, -0.021499340515473, -0.028420720864763
-0.466207756836262, -0.020994204394533, -0.027842303717115
-0.465234849672119, -0.02069152252062, -0.027494764772253
-0.464844454817472, -0.020570737172745, -0.027355877566929
-0.463568837392772, -0.020178737646834, -0.026904324570202
-0.463433838027626, -0.020137490448863, -0.026856738615341
-0.463036593071432, -0.020016381618872, -0.026716937571778
-0.461611052302527, -0.019585007802705, -0.026217996523079
-0.461499772477526, -0.019551546304431, -0.026179228606871
-0.461493820014923, -0.019549757281114, -0.026177155608133
-0.461347197471016, -0.019505717290765, -0.026126116495505
-0.460600166253284, -0.019282161558788, -0.02586677663139
-0.460411608700117, -0.019225951632551, -0.025801501757488
-0.459507554925254, -0.018957663712025, -0.025489569024373
-0.459161746507177, -0.018855571667992, -0.025370703036401
-0.457751775154557, -0.018442335337966, -0.024888622342305
-0.457103791790731, -0.018254047146064, -0.024668453535823
-0.456202266613392, -0.017993778877351, -0.024363579390083
-0.456081678483735, -0.017959114347097, -0.024322926323784
-0.455690606593329, -0.017846937294475, -0.024191292572389
-0.455329924417059, -0.017743803963808, -0.024070166314007
-0.455220082855523, -0.017712458073288, -0.024033331724963
-0.454392949504217, -0.017477346278279, -0.023756751848571
-0.454152817885305, -0.017409396181527, -0.023676717722945
-0.45388401614628, -0.017333496858659, -0.023587267638095
-0.453748479181599, -0.017295291864397, -0.023542220402223
-0.453740411431488, -0.017293019119738, -0.023539540175111
-0.453500811156285, -0.017225592745254, -0.023460001815503
-0.453026078697025, -0.017092401443519, -0.023302753347704
-0.451704842536716, -0.016724532731968, -0.022867519989077
-0.451613527131982, -0.016699260738, -0.022837569982743
-0.450835388075481, -0.016484705234023, -0.022583035415393
-0.450568418256152, -0.016411422562952, -0.022495988902354
-0.450120152618362, -0.016288751315393, -0.022350152609188
-0.449113262052279, -0.016014925184302, -0.022024046312258
-0.448907882819167, -0.015959362837644, -0.021957778430254
-0.447429089283731, -0.015562195204019, -0.021483113615876
-0.447327136655688, -0.01553500024192, -0.021450549121884
-0.447311320063807, -0.015530783461804, -0.021445499024214
-0.446185086057568, -0.01523200971379, -0.021087177616189
-0.445787150436087, -0.015127141943344, -0.020961170914494
-0.445519307421777, -0.015056762285781, -0.020876534173021
-0.444626504076892, -0.014823352698464, -0.020595434494476
-0.444313539481089, -0.014741964380472, -0.020497268376087
-0.443635564608163, -0.014566418679626, -0.02028527003928
-0.443571329335498, -0.01454984070745, -0.020265230774763
-0.443294608476704, -0.014478531188343, -0.020178995358102
-0.441834558193999, -0.014105155828001, -0.01972646917208
-0.441267185218661, -0.013961360731267, -0.019551737182684
-0.441198069912853, -0.013943893602899, -0.019530494641234
-0.440266878781936, -0.013709603530356, -0.019245195380516
-0.440142730809022, -0.013678514255361, -0.019207285443287
-0.440042873890496, -0.013653532967046, -0.019176814632905
-0.439196866461667, -0.013442779127669, -0.018919431168473
-0.438943985968895, -0.013380091934298, -0.018842763954816
-0.438307424150522, -0.013222921456003, -0.018650317485759
-0.438086555714332, -0.013168597695323, -0.01858372571609
-0.43759014556192, -0.013046896610752, -0.018434398954215
-0.437020551309003, -0.012907923339062, -0.018263637553286
-0.437019892510265, -0.012907763014792, -0.018263440407271
-0.436731216287762, -0.012837603045581, -0.018177133430873
-0.436040732577201, -0.012670529858162, -0.017971339556577
-0.434288530915145, -0.012251234925048, -0.017453167317339
-0.433417981820457, -0.012045397302204, -0.017197879152238
-0.433036919048188, -0.011955812349858, -0.017086581297387
-0.432411981759713, -0.011809572010483, -0.016904644421547
-0.430919085510759, -0.01146361593135, -0.01647297755338
-0.43004427524474, -0.011263103908443, -0.016221958504221
-0.429041419813043, -0.011035242594228, -0.015935944953795
-0.428283795885861, -0.010864510865021, -0.015721104418158
-0.42788393428194, -0.010774888883244, -0.015608141814709
-0.42782119951881, -0.010760858484569, -0.015590445693294
-0.426880380275501, -0.010551437653658, -0.015325928521699
-0.426507923060171, -0.010469042507085, -0.015221658552664
-0.425416300444164, -0.010229218123107, -0.01491751867858
-0.424994608366312, -0.010137236943744, -0.014800612107018
-0.424077413986332, -0.009938444521346, -0.014547453235666
-0.423949281983858, -0.009910811368355, -0.014512208540982
-0.423903863858248, -0.009901024536583, -0.014499722726389
-0.423120254068244, -0.009732837603905, -0.014284890155513
-0.422786664282007, -0.009661621134012, -0.01419377091396
-0.422694892900576, -0.009642069257318, -0.014168739020126
-0.422567340021757, -0.009614922743001, -0.014133972470506
-0.422336879518702, -0.0095659591508, -0.01407123120679
-0.422196489454733, -0.00953618505189, -0.014033057898356
-0.422068622211338, -0.009509101792161, -0.013998320540533
-0.421808468740634, -0.009454102156866, -0.013927736158924
-0.420539628172732, -0.009187824816319, -0.013585218516938
-0.420170557821636, -0.009110984311071, -0.01348613115634
-0.419726662676926, -0.009018929376525, -0.013367277359464
-0.419680997533477, -0.009009481865398, -0.013355070378062
-0.418798809302905, -0.008827791492524, -0.013119977367222
-0.41869794823449, -0.008807118199859, -0.013093187268551
-0.418398255506998, -0.008745810931955, -0.013013691353447
-0.417564237420925, -0.008576142637136, -0.012793299903066
-0.415534888876947, -0.008169073681545, -0.012262172273389
-0.415348432052816, -0.008132080248756, -0.012213735759322
-0.414567716418754, -0.007977926514645, -0.012011588609978
-0.414093549757557, -0.007884884581438, -0.011889335494864
-0.413402550399853, -0.007750081615361, -0.011711879840073
-0.412659254626706, -0.007606114088412, -0.011521922392591
-0.411601278954429, -0.007403043344817, -0.011253199516991
-0.410819459586694, -0.007254366051008, -0.011055864342885
-0.410530602124449, -0.007199731639825, -0.010983222188145
-0.410265685048076, -0.007149765911663, -0.010916726995412
-0.410220475893663, -0.007141252484245, -0.010905391397957
-0.410162141018242, -0.00713027310472, -0.010890769898005
-0.409838671200134, -0.007069509962608, -0.010809799179264
-0.408978196465487, -0.006908843295263, -0.010595280757916
-0.40764481505356, -0.006662653667303, -0.010265370092832
-0.407528585600887, -0.00664135288349, -0.01023675597068
-0.406845261142256, -0.00651663804029, -0.010068995924529
-0.406101467164043, -0.006381883704585, -0.009887292377915
-0.405219786244726, -0.006223488455145, -0.009673118550742
-0.404544322011305, -0.006103119813942, -0.009509926734701
-0.404177032159035, -0.006038023662337, -0.009421512572767
-0.403608658990305, -0.005937780784453, -0.009285141002118
-0.403218197409369, -0.005869261359829, -0.009191770809575
-0.402634966003447, -0.005767436699545, -0.009052780134069
-0.40243181065074, -0.005732115104853, -0.009004499655103
-0.401260593096014, -0.005529954190901, -0.008727500710601
-0.400052786345547, -0.005324094059499, -0.008444240547126
-0.399657537959686, -0.005257301354228, -0.008352070889679
-0.399611241280156, -0.005249496175545, -0.008341291697234
-0.398548405866553, -0.005071373768085, -0.008094807564678
-0.398340336391139, -0.005036740578525, -0.008046772011362
-0.397215814632191, -0.004850903780697, -0.007788394543872
-0.39662121887448, -0.00475355247881, -0.007652615464374
-0.396225890320151, -0.004689173846895, -0.007562660541842
-0.396079563459305, -0.004665414929834, -0.00752942944712
-0.396029765514402, -0.004657337935558, -0.007518128224088
-0.395193746154676, -0.004522393222771, -0.00732900504814
-0.39491878758009, -0.004478280288396, -0.007267053229562
-0.394234932660566, -0.004369141689312, -0.007113504819481
-0.394131782091, -0.004352750673377, -0.007090409978645
-0.393400509647528, -0.004237081693526, -0.006927176774788
-0.393070649652591, -0.004185211159167, -0.006853829417387
-0.391400759893846, -0.003925515824909, -0.006485208637216
-0.390758483828134, -0.003826912264884, -0.006344623429845
-0.389967328097256, -0.003706424731772, -0.006172359266666
-0.389771641980801, -0.003676788143167, -0.006129905522393
-0.389462434504688, -0.003630091883556, -0.006062948183052
-0.389169236710675, -0.003585963738761, -0.005999598556074
-0.388313699914341, -0.003458034169223, -0.005815530062879
-0.3865722986427, -0.00320145707401, -0.00544445688644
-0.386505660033854, -0.003191739742897, -0.005430352253129
-0.385533664756946, -0.003050845131383, -0.005225417076975
-0.385440458240605, -0.003037417197325, -0.005205843618052
-0.384267437693106, -0.002869656385125, -0.004960674548009
-0.382586978752538, -0.002633278356517, -0.00461319987116
-0.382420858717011, -0.002610162921861, -0.004579089807175
-0.382251379725701, -0.002586626531767, -0.004544334279027
-0.380932554991322, -0.002405072129676, -0.004275403055798
-0.380768793541686, -0.002382725041118, -0.004242197380561
-0.378188809454065, -0.002036352393682, -0.003724516375968
-0.377411869050819, -0.001934128685428, -0.003570623993265
-0.376330404104009, -0.001793429170084, -0.003357948299649
-0.375798768177794, -0.001724938526248, -0.003254052635146
-0.374791030008722, -0.001596327301068, -0.00305829217949
-0.374615076940153, -0.00157403416923, -0.003024269875166
-0.373051158281334, -0.001377999659226, -0.002723926107643
-0.372645693872512, -0.001327792718096, -0.002646660195662
-0.371966266454339, -0.001244228838897, -0.002517741244741
-0.371318475728634, -0.001165214688992, -0.002395469854035
-0.370407101279971, -0.001055133568174, -0.002224509286973
-0.368971301397482, -0.000884263243365, -0.001957685526574
-0.368739930191126, -0.00085701918936, -0.001914974942989
-0.367239748346272, -0.00068231721875, -0.001639967763051
-0.366806251364543, -0.000632459626455, -0.001561119820495
-0.366325165553945, -0.000577455014698, -0.001473940011336
-0.366315896609647, -0.000576398620385, -0.001472263685644
-0.364448401956437, -0.000366138849133, -0.00113709070377
-0.363207585915976, -0.00022925797145, -0.00091721126656
-0.360007544622328, 0.000113497883676, -0.000360457681017
-0.359265189120971, 0.000190922458089, -0.000233411189291
-0.358934264118026, 0.000225185373131, -0.000177031709786
-0.358929103375976, 0.00022571847611, -0.000176153720833
-0.358165308235293, 0.000304204876278, -4.66309450412077E-05
-0.358161806846173, 0.000304562785785, -4.60391085924724E-05
-0.357781217399096, 0.000343363908864, 1.81871334050285E-05
-0.355968171791498, 0.000525429777502, 0.00032131298983
-0.355936382192699, 0.000528581376346, 0.000326586257409
-0.355802057256915, 0.000541882836072, 0.000348852291887
-0.355016319546276, 0.000619191526535, 0.000478586013056
-0.353583859021964, 0.000757951126346, 0.000712855770774
-0.353560084597979, 0.000760230471163, 0.000716719529112
-0.350700581275896, 0.001028806961659, 0.001175657324738
-0.350405777182889, 0.001055871854793, 0.001222322389125
-0.349506450282353, 0.00113772130494, 0.001363931578078
-0.349274714395892, 0.0011586382051, 0.001400239023027
-0.348624550814321, 0.001216944423355, 0.00150170672193
-0.348244452135545, 0.001250773490561, 0.001560755811868
-0.348201040416281, 0.001254625086546, 0.001567487203316
-0.343824234673765, 0.001630373256832, 0.002232854082189
-0.342973518541793, 0.001700551709881, 0.002359142398135
-0.342912188089388, 0.001705575587564, 0.002368208878429
-0.342235618677273, 0.001760681211109, 0.002467887673089
-0.341501060109878, 0.001819857167111, 0.002575408438924
-0.341260997013618, 0.001839049839254, 0.002610389535503
-0.340949939279611, 0.001863811196333, 0.002655600063352
-0.339326683593675, 0.001991074444441, 0.002889418456924
-0.338789708924045, 0.002032455570275, 0.002965987426228
-0.338682893536872, 0.002040644814161, 0.002981172553489
-0.338201576867001, 0.002077372302893, 0.003049408435958
-0.338130898070854, 0.002082741630856, 0.003059402452122
-0.338002856030041, 0.002092453162945, 0.003077490675613
-0.337502669401931, 0.002130198596177, 0.003147941390847
-0.337154977709675, 0.002156256696899, 0.003196716971346
-0.336926666206836, 0.00217328779307, 0.003228657916647
-0.336853029739481, 0.002178767275447, 0.003238944928156
-0.336281728626802, 0.002221056133445, 0.003318510923671
-0.336019736940496, 0.002240317347904, 0.003354854044817
-0.335595726238987, 0.002271314684827, 0.003413479475421
-0.335274039214213, 0.002294687453304, 0.003457798448254
-0.334078528739486, 0.002380464295091, 0.003621306572171
-0.333594841586907, 0.002414684826458, 0.003686924515165
-0.332984648947122, 0.002457460292805, 0.003769265738615
-0.332345950789818, 0.002501763685881, 0.003854930337624
-0.332010390021877, 0.002524847872452, 0.003899722940213
-0.331905882202811, 0.002532010320314, 0.003913643173465
-0.331407415469274, 0.00256599707073, 0.003979841586731
-0.329871635669475, 0.002668893831604, 0.004181763248261
-0.329100891162379, 0.00271950679391, 0.004281944414841
-0.328878142321615, 0.002734007168998, 0.004310753882466
-0.32806653092831, 0.002786361294213, 0.004415181778514
-0.327081161396279, 0.00284891720636, 0.004540824469052
-0.327073813069489, 0.002849379583898, 0.004541756744866
-0.327053713275112, 0.002850644008413, 0.004544306433502
-0.326630544881727, 0.002877158618955, 0.004597865414887
-0.326105354869491, 0.002909785419987, 0.004664017166902
-0.32519074266913, 0.002965867174159, 0.004778376011171
-0.324357329926661, 0.003016158789611, 0.004881651117298
-0.321941609027985, 0.003157608511725, 0.00517601096912
-0.321265669503559, 0.0031960472177, 0.005257052081478
-0.320773213464477, 0.003223740684483, 0.00531573173565
-0.320386062011151, 0.003245328927833, 0.005361649198555
-0.31795927069181, 0.003377004829207, 0.005645191451509
-0.317289433503484, 0.003412252064629, 0.005722158151483
-0.316895120418293, 0.003432781009527, 0.005767205003816
-0.315342602685751, 0.00351203477475, 0.005942691221578
-0.314872362075354, 0.003535547565678, 0.005995255462354
-0.314516449866277, 0.003553192512496, 0.006034858423537
-0.314324210239044, 0.003562669059865, 0.006056184296133
-0.3139476342509, 0.003581122945626, 0.006097827393065
-0.313452673950756, 0.003605158056194, 0.00615229651424
-0.313098831261047, 0.003622187773704, 0.006191051522733
-0.312025049890776, 0.003673090882011, 0.006307719058645
-0.311609616636077, 0.003692473134629, 0.006352477948271
-0.311186602946774, 0.003712031354198, 0.006397837095462
-0.310395248722099, 0.003748140563134, 0.006482107441573
-0.310050687218831, 0.003763668347983, 0.006518561363875
-0.31004493839192, 0.003763926423511, 0.006519168355248
-0.309828318539248, 0.003773627071811, 0.006542010982193
-0.308359901898838, 0.003838167567917, 0.006695357030704
-0.306310154003829, 0.003924744892506, 0.006905061083863
-0.30593907096522, 0.0039399855675, 0.00694248604104
-0.302094659888056, 0.004090197790243, 0.00732054327921
-0.30206112787918, 0.00409144707426, 0.007323763625368
-0.302046250994536, 0.004092001000668, 0.007325191945691
-0.301779545923586, 0.004101896740586, 0.007350753774401
-0.301682177185599, 0.004105493086177, 0.007360064962633
-0.300899867749537, 0.004134070719495, 0.007434469966661
-0.300627079414133, 0.004143903391017, 0.007460245227198
-0.30035871709124, 0.004153510050158, 0.007485516895
-0.299825212742011, 0.004172412858109, 0.007535505751114
-0.29981968570661, 0.00417260733221, 0.007536021881188
-0.299672997196329, 0.004177758562837, 0.00754970697588
-0.299490149620256, 0.004184152227736, 0.007566730167875
-0.299332155920551, 0.004189652407547, 0.007581407912228
-0.299255751732818, 0.00419230412999, 0.007588495439619
-0.298526041756918, 0.004217364164752, 0.007655841977
-0.298496164757975, 0.004218379989823, 0.00765858613239
-0.297123080069734, 0.00426420255291, 0.007783579092762
-0.296554367096873, 0.004282689895462, 0.007834707311841
-0.296351352407333, 0.004289220026805, 0.007852867780309
-0.294642127549348, 0.004342762487527, 0.008003874137965
-0.291709536023492, 0.004428729814269, 0.008255131874923
-0.291346678389199, 0.004438856243445, 0.008285536767421
-0.291234969706333, 0.004441951339575, 0.008294866959473
-0.291230545848205, 0.004442073693919, 0.008295236158775
-0.290861737198926, 0.004452216126307, 0.008325937268868
-0.289178918237471, 0.004497048237016, 0.008464061749021
-0.289072537621698, 0.004499803108832, 0.008472685595549
-0.288796934961928, 0.004506896669274, 0.008494968110707
-0.2885544770869, 0.004513085275915, 0.008514499950526
-0.287085092317274, 0.004549558170694, 0.008631453308313
-0.286435035019722, 0.004565132371262, 0.008682419644582
-0.28584584210317, 0.00457895326408, 0.008728205163388
-0.285763436198282, 0.00458086400829, 0.008734577889323
-0.285370144325307, 0.004589908192923, 0.008764887996122
-0.284768270273637, 0.004603509420591, 0.008810938987941
-0.284266360731706, 0.00461463109801, 0.008849032975925
-0.283061912745439, 0.004640507771733, 0.008939307080549
-0.280449550628578, 0.004692743599944, 0.009129596292998
-0.280095241873269, 0.004699423577556, 0.009154826866188
-0.280066498700268, 0.004699961289578, 0.009156867655178
-0.276837834998357, 0.004756396186972, 0.009380367531476
-0.275711255497878, 0.004774263833861, 0.009455690314922
-0.274813463843322, 0.004787838510048, 0.00951473601745
-0.274306994823727, 0.004795238501473, 0.00954766282225
